592	1.52E-02	5.76E-03	1.38E-02	2.30E-02
593	1.54E-02	5.85E-03	1.42E-02	2.36E-02
594	1.54E-02	5.84E-03	1.41E-02	2.34E-02
595	1.51E-02	5.71E-03	1.37E-02	2.28E-02
596	1.56E-02	5.92E-03	1.45E-02	2.40E-02
597	1.55E-02	5.87E-03	1.44E-02	2.38E-02
598	1.54E-02	5.87E-03	1.44E-02	2.38E-02
599	1.54E-02	5.88E-03	1.45E-02	2.40E-02
600	1.55E-02	5.90E-03	1.47E-02	2.42E-02
601	1.53E-02	5.85E-03	1.47E-02	2.41E-02
602	1.52E-02	5.81E-03	1.46E-02	2.40E-02
603	1.55E-02	5.92E-03	1.49E-02	2.45E-02
604	1.58E-02	6.02E-03	1.52E-02	2.49E-02
605	1.57E-02	6.00E-03	1.51E-02	2.48E-02
606	1.57E-02	6.01E-03	1.51E-02	2.48E-02
607	1.59E-02	6.10E-03	1.53E-02	2.51E-02
608	1.58E-02	6.06E-03	1.52E-02	2.49E-02
609	1.58E-02	6.09E-03	1.53E-02	2.50E-02
610	1.57E-02	6.06E-03	1.52E-02	2.48E-02
611	1.58E-02	6.11E-03	1.53E-02	2.50E-02
612	1.58E-02	6.10E-03	1.52E-02	2.49E-02
613	1.56E-02	6.04E-03	1.51E-02	2.46E-02
614	1.54E-02	5.97E-03	1.49E-02	2.43E-02
615	1.58E-02	6.12E-03	1.53E-02	2.49E-02
616	1.53E-02	5.94E-03	1.48E-02	2.41E-02
617	1.53E-02	5.94E-03	1.48E-02	2.41E-02
618	1.59E-02	6.18E-03	1.54E-02	2.50E-02
619	1.57E-02	6.13E-03	1.52E-02	2.48E-02
620	1.59E-02	6.17E-03	1.53E-02	2.50E-02
621	1.59E-02	6.16E-03	1.53E-02	2.50E-02
622	1.55E-02	6.00E-03	1.51E-02	2.46E-02
623	1.52E-02	5.84E-03	1.47E-02	2.41E-02
624	1.50E-02	5.79E-03	1.46E-02	2.38E-02
625	1.51E-02	5.86E-03	1.47E-02	2.39E-02
626	1.54E-02	5.97E-03	1.49E-02	2.43E-02
627	1.57E-02	6.06E-03	1.51E-02	2.46E-02
628	1.47E-02	5.53E-03	1.41E-02	2.32E-02
629	1.54E-02	5.90E-03	1.48E-02	2.42E-02
630	1.50E-02	5.76E-03	1.45E-02	2.38E-02
631	1.54E-02	5.97E-03	1.49E-02	2.43E-02
632	1.53E-02	5.96E-03	1.47E-02	2.39E-02
633	1.58E-02	6.19E-03	1.52E-02	2.48E-02
634	1.57E-02	6.16E-03	1.52E-02	2.46E-02
635	1.60E-02	6.29E-03	1.54E-02	2.50E-02
636	1.58E-02	6.22E-03	1.52E-02	2.47E-02
637	1.60E-02	6.33E-03	1.55E-02	2.51E-02
638	1.62E-02	6.41E-03	1.57E-02	2.54E-02
639	1.61E-02	6.37E-03	1.55E-02	2.51E-02
640	1.59E-02	6.33E-03	1.54E-02	2.50E-02
641	1.60E-02	6.35E-03	1.55E-02	2.50E-02
642	1.59E-02	6.34E-03	1.54E-02	2.49E-02
643	1.62E-02	6.45E-03	1.56E-02	2.52E-02
644	1.61E-02	6.45E-03	1.56E-02	2.52E-02
645	1.62E-02	6.48E-03	1.56E-02	2.52E-02
646	1.59E-02	6.35E-03	1.51E-02	2.45E-02
647	1.59E-02	6.30E-03	1.47E-02	2.40E-02
648	1.60E-02	6.35E-03	1.47E-02	2.39E-02
649	1.57E-02	6.23E-03	1.45E-02	2.35E-02
650	1.56E-02	6.26E-03	1.48E-02	2.40E-02
651	1.63E-02	6.54E-03	1.56E-02	2.51E-02
652	1.59E-02	6.32E-03	1.45E-02	2.37E-02
653	1.62E-02	6.49E-03	1.54E-02	2.49E-02
654	1.60E-02	6.42E-03	1.53E-02	2.46E-02
655	1.55E-02	6.20E-03	1.46E-02	2.36E-02
656	1.37E-02	5.50E-03	1.30E-02	2.10E-02
657	1.41E-02	5.65E-03	1.33E-02	2.15E-02
658	1.57E-02	6.33E-03	1.50E-02	2.43E-02
659	1.58E-02	6.36E-03	1.52E-02	2.45E-02
660	1.58E-02	6.33E-03	1.52E-02	2.45E-02
661	1.57E-02	6.25E-03	1.52E-02	2.46E-02
662	1.56E-02	6.16E-03	1.52E-02	2.45E-02
663	1.54E-02	6.12E-03	1.50E-02	2.42E-02
664	1.58E-02	6.31E-03	1.53E-02	2.47E-02
665	1.59E-02	6.40E-03	1.55E-02	2.49E-02
666	1.60E-02	6.48E-03	1.56E-02	2.50E-02
667	1.61E-02	6.53E-03	1.57E-02	2.51E-02
668	1.61E-02	6.56E-03	1.57E-02	2.52E-02
669	1.64E-02	6.69E-03	1.60E-02	2.56E-02
670	1.64E-02	6.68E-03	1.60E-02	2.56E-02
671	1.64E-02	6.70E-03	1.60E-02	2.56E-02
672	1.63E-02	6.65E-03	1.59E-02	2.54E-02
673	1.66E-02	6.77E-03	1.62E-02	2.58E-02
674	1.65E-02	6.76E-03	1.61E-02	2.58E-02
675	1.64E-02	6.72E-03	1.60E-02	2.56E-02
676	1.65E-02	6.77E-03	1.61E-02	2.58E-02
677	1.64E-02	6.72E-03	1.60E-02	2.56E-02
678	1.65E-02	6.75E-03	1.61E-02	2.57E-02
679	1.62E-02	6.65E-03	1.58E-02	2.53E-02
680	1.64E-02	6.72E-03	1.60E-02	2.55E-02
681	1.63E-02	6.69E-03	1.59E-02	2.54E-02
682	1.63E-02	6.70E-03	1.59E-02	2.54E-02
683	1.63E-02	6.70E-03	1.59E-02	2.54E-02
684	1.63E-02	6.68E-03	1.58E-02	2.53E-02
685	1.64E-02	6.76E-03	1.60E-02	2.56E-02
